stopA_id,stopB_id,lat_A,long_A,lat_B,long_B
S3085,T865,5.61229,-0.275343,5.62377,-0.282839
S3089,S3090,5.62231,-0.278276,5.61057,-0.275102
S3090,S3092,5.61057,-0.275102,5.60567,-0.275816
S3092,S3074,5.60567,-0.275816,5.60031,-0.273246
S3092,S3868,5.60567,-0.275816,5.59472,-0.2699
S3094,T2838,5.59938,-0.272598,5.59229,-0.268183
S3098,T3099,5.54684,-0.210584,5.54566,-0.207564
S31,S32,5.59915,-0.236031,5.59983,-0.237655
S310,S312,5.61752,-0.193762,5.64685,-0.154268
S3105,S3106,5.58658,-0.192782,5.57703,-0.197106
S3106,S3107,5.57703,-0.197106,5.56826,-0.201259
S3107,S3108,5.56826,-0.201259,5.56259,-0.204697
S3108,S238,5.56259,-0.204697,5.55745,-0.205691
S3114,T0,5.60543,-0.245302,5.6074,-0.247032
S312,S313,5.64685,-0.154268,5.64918,-0.150011
S3124,S2528,5.67577,-0.173618,5.67916,-0.172712
S313,S314,5.64918,-0.150011,5.6458,-0.138042
S3137,T0,5.60957,-0.238116,5.6074,-0.247032
S3137,T0,5.60957,-0.238116,5.6074,-0.247032
S314,S315,5.6458,-0.138042,5.64847,-0.132441
S3142,S3277,5.63561,-0.215062,5.63718,-0.216962
S3146,S3147,5.65868,-0.206927,5.66699,-0.204697
S3147,S3148,5.66699,-0.204697,5.66752,-0.205082
S3147,S5694,5.66699,-0.204697,5.6751,-0.20343
S3148,S3149,5.66752,-0.205082,5.68693,-0.194585
S3149,T3150,5.68693,-0.194585,5.6919,-0.198718
S315,S316,5.64847,-0.132441,5.65175,-0.129539
S3153,S3155,5.68688,-0.194685,5.67164,-0.204759
S3153,S5705,5.68688,-0.194685,5.68057,-0.201861
S3155,S3156,5.67164,-0.204759,5.66804,-0.205762
S3156,S301,5.66804,-0.205762,5.66489,-0.2046
S316,T317,5.65175,-0.129539,5.65705,-0.131607
S316,S167,5.65175,-0.129539,5.64681,-0.134475
S3162,S752,5.6079,-0.245762,5.61281,-0.226714
S3162,T0,5.6079,-0.245762,5.6074,-0.247032
S3162,S243,5.6079,-0.245762,5.61653,-0.229452
S3162,T0,5.6079,-0.245762,5.6074,-0.247032
S3166,S3217,5.60738,-0.256964,5.60899,-0.26394
S3166,S3167,5.60738,-0.256964,5.61464,-0.260801
S3167,S144,5.61464,-0.260801,5.6161,-0.260891
S3169,S3170,5.61722,-0.261209,5.61936,-0.2619
S3170,S3171,5.61936,-0.2619,5.6223,-0.261728
S3171,T147,5.6223,-0.261728,5.62758,-0.261856
S3171,S146,5.6223,-0.261728,5.62659,-0.261829
S3176,S3177,5.61052,-0.261199,5.60727,-0.256836
S3177,S5682,5.60727,-0.256836,5.60768,-0.254436
S3177,S881,5.60727,-0.256836,5.60543,-0.251965
S3177,T0,5.60727,-0.256836,5.6074,-0.247032
S3185,S684,5.62398,-0.173876,5.61279,-0.226945
S3185,S3472,5.62398,-0.173876,5.58757,-0.18311
S3192,T3193,5.63761,-0.278649,5.63573,-0.278678
S32,S1535,5.59983,-0.237655,5.60076,-0.23916
S32,S33,5.59983,-0.237655,5.60074,-0.239104
S32,S62,5.59983,-0.237655,5.60462,-0.244763
S320,S321,5.64936,-0.13157,5.64675,-0.13444
S3202,S3204,5.63627,-0.29248,5.63772,-0.295938
S3204,T1742,5.63772,-0.295938,5.63804,-0.29608
S3208,S451,5.63329,-0.283945,5.62809,-0.261642
S321,S171,5.64675,-0.13444,5.64577,-0.139398
S321,S2280,5.64675,-0.13444,5.65189,-0.129293
S3213,S3215,5.60742,-0.257053,5.60718,-0.258677
S3213,S3215,5.60742,-0.257053,5.60718,-0.258677
S3215,S6032,5.60718,-0.258677,5.606,-0.259957
S3215,S3216,5.60718,-0.258677,5.60829,-0.263238
S3216,S3217,5.60829,-0.263238,5.60899,-0.26394
S3217,S6034,5.60899,-0.26394,5.61126,-0.265919
S3217,S6053,5.60899,-0.26394,5.61123,-0.266022
S3217,S3218,5.60899,-0.26394,5.61015,-0.26507
S3218,T3219,5.61015,-0.26507,5.61388,-0.270781
S3222,S3223,5.60833,-0.263254,5.60675,-0.254867
S3223,T0,5.60675,-0.254867,5.6074,-0.247032
S3227,S3228,5.59324,-0.268719,5.60032,-0.273201
S3228,S3229,5.60032,-0.273201,5.60294,-0.274791
S3229,T2062,5.60294,-0.274791,5.60525,-0.275817
S323,S173,5.64751,-0.149948,5.64832,-0.150698
S3233,S880,5.59238,-0.26838,5.60238,-0.258796
S3243,S2931,5.59802,-0.217084,5.59834,-0.212207
S3248,T745,5.68312,-0.014112,5.6454,0.00162529
S3252,T0,5.6082,-0.245401,5.6074,-0.247032
S326,S327,5.64211,-0.164886,5.64081,-0.169606
S326,S175,5.64211,-0.164886,5.64304,-0.159744
S3263,T3264,5.63096,-0.26772,5.6383,-0.268959
S327,S329,5.64081,-0.169606,5.63593,-0.171911
S3271,S494,5.64374,-0.186226,5.6413,-0.205381
S3277,S3278,5.63718,-0.216962,5.63855,-0.218405
S3278,S3279,5.63855,-0.218405,5.64016,-0.219976
S3279,S393,5.64016,-0.219976,5.64174,-0.221784
S3281,S3282,5.64853,-0.23034,5.64593,-0.234602
S3282,S3283,5.64593,-0.234602,5.64724,-0.235319
S3283,S3284,5.64724,-0.235319,5.6437,-0.237885
S3284,S5335,5.6437,-0.237885,5.64855,-0.236619
S3284,S5491,5.6437,-0.237885,5.6471,-0.236531
S3284,S5850,5.6437,-0.237885,5.65894,-0.237319
S3284,S5064,5.6437,-0.237885,5.65176,-0.237397
S3284,T3285,5.6437,-0.237885,5.64129,-0.240017
S3284,T3790,5.6437,-0.237885,5.64701,-0.236329
S3288,S5246,5.64753,-0.236597,5.6444,-0.237586
S3288,S5246,5.64753,-0.236597,5.6444,-0.237586
S3288,S5246,5.64753,-0.236597,5.6444,-0.237586
S3288,S3290,5.64753,-0.236597,5.64404,-0.224544
S329,S181,5.63593,-0.171911,5.63008,-0.173447
S3290,S3291,5.64404,-0.224544,5.63751,-0.217459
S3291,S503,5.63751,-0.217459,5.64124,-0.205467
S3294,S3295,5.64291,-0.189679,5.64053,-0.179354
S3295,S3296,5.64053,-0.179354,5.64156,-0.178148
S3296,T497,5.64156,-0.178148,5.64911,-0.179331
S33,S34,5.60074,-0.239104,5.60264,-0.241701
S33,S60,5.60074,-0.239104,5.60163,-0.240546
S33,S60,5.60074,-0.239104,5.60163,-0.240546
S3300,S3301,5.65978,-0.168815,5.66447,-0.159882
S3301,T3302,5.66447,-0.159882,5.67204,-0.15969
S3305,S3552,5.6598,-0.16683,5.65277,-0.16921
S3308,S552,5.59012,-0.207202,5.5947,-0.202178
S3313,S3314,5.61277,-0.221197,5.61271,-0.222354
S3314,S3315,5.61271,-0.222354,5.61219,-0.225062
S3315,S3316,5.61219,-0.225062,5.61519,-0.22535
S3316,S3317,5.61519,-0.22535,5.61978,-0.225957
S3317,T251,5.61978,-0.225957,5.62079,-0.225837
S332,S334,5.62846,-0.176742,5.61829,-0.191659
S332,S1586,5.62846,-0.176742,5.62086,-0.176369
S332,S2547,5.62846,-0.176742,5.60452,-0.178003
S332,S1586,5.62846,-0.176742,5.62086,-0.176369
S332,S1586,5.62846,-0.176742,5.62086,-0.176369
S3321,S569,5.60737,-0.215234,5.60749,-0.207327
S3323,S2885,5.59988,-0.197267,5.59468,-0.202276
S3323,S3642,5.59988,-0.197267,5.59391,-0.194835
S3326,S3327,5.59204,-0.205446,5.58821,-0.20744
S3326,S1337,5.59204,-0.205446,5.58969,-0.207225
S3327,T28,5.58821,-0.20744,5.58201,-0.208863
S3331,T470,5.59471,-0.207596,5.59591,-0.209171
S3335,T28,5.58418,-0.208265,5.58201,-0.208863
S3339,S3340,5.56182,-0.254914,5.56709,-0.252568
S334,S335,5.61829,-0.191659,5.61398,-0.222999
S3340,S3341,5.56709,-0.252568,5.56861,-0.251482
S3341,T75,5.56861,-0.251482,5.56507,-0.235921
S3341,S1925,5.56861,-0.251482,5.57041,-0.255352
S3345,S3346,5.5644,-0.249238,5.5661,-0.252004
S3346,S3347,5.5661,-0.252004,5.56564,-0.253853
S3347,S3348,5.56564,-0.253853,5.56475,-0.255367
S3348,S3349,5.56475,-0.255367,5.56447,-0.255895
S3349,S3350,5.56447,-0.255895,5.56199,-0.255048
S335,S684,5.61398,-0.222999,5.61279,-0.226945
S335,S243,5.61398,-0.222999,5.61653,-0.229452
S335,S3137,5.61398,-0.222999,5.60957,-0.238116
S3350,S3351,5.56199,-0.255048,5.56055,-0.254513
S3351,S3352,5.56055,-0.254513,5.55895,-0.25417
S3352,T3337,5.55895,-0.25417,5.55656,-0.257011
S3357,S32,5.58748,-0.23272,5.59983,-0.237655
S3360,S3361,5.59985,-0.243963,5.59716,-0.245172
S3361,S3362,5.59716,-0.245172,5.599,-0.247817
S3362,T2688,5.599,-0.247817,5.59936,-0.248018
S3366,T113,5.57107,-0.230491,5.55108,-0.21306
S3370,S2799,5.57118,-0.229917,5.57425,-0.230604
S3372,S3373,5.57945,-0.22842,5.58129,-0.229941
S3373,S3375,5.58129,-0.229941,5.5875,-0.232782
S3375,S3377,5.5875,-0.232782,5.58887,-0.236197
S3377,S1364,5.58887,-0.236197,5.58903,-0.240802
S3380,S3381,5.59537,-0.242592,5.5959,-0.245347
S3381,S3382,5.5959,-0.245347,5.59876,-0.245376
S3382,T2688,5.59876,-0.245376,5.59936,-0.248018
S3386,S3387,5.58668,-0.206308,5.59281,-0.203664
S3387,S2194,5.59281,-0.203664,5.59826,-0.198371
S3393,S3394,5.57704,-0.197045,5.55636,-0.205568
S3394,S3395,5.55636,-0.205568,5.5541,-0.204903
S3395,T244,5.5541,-0.204903,5.54863,-0.201709
S3395,T244,5.5541,-0.204903,5.54863,-0.201709
S3395,T244,5.5541,-0.204903,5.54863,-0.201709
S34,T0,5.60264,-0.241701,5.6074,-0.247032
S34,S35,5.60264,-0.241701,5.60385,-0.243565
S34,S62,5.60264,-0.241701,5.60462,-0.244763
S340,S341,5.68802,-0.282137,5.68801,-0.282019
S3402,T883,5.54826,-0.218337,5.54963,-0.217147
S3406,S3407,5.53858,-0.211603,5.53748,-0.210321
S3407,S3408,5.53748,-0.210321,5.54402,-0.204483
S3408,T244,5.54402,-0.204483,5.54863,-0.201709
S341,S342,5.68801,-0.282019,5.69299,-0.288713
S3412,S3413,5.57008,-0.200045,5.60125,-0.197636
S3413,S2191,5.60125,-0.197636,5.61095,-0.204047
S3415,S3416,5.6127,-0.202281,5.61175,-0.199162
S3416,T2187,5.61175,-0.199162,5.61726,-0.194658
S342,S345,5.69299,-0.288713,5.71794,-0.308349
S3420,S569,5.60767,-0.207821,5.60749,-0.207327
S3424,S3425,5.58633,-0.207726,5.58342,-0.208068
S3425,S3426,5.58342,-0.208068,5.57054,-0.199861
S3426,S3427,5.57054,-0.199861,5.55746,-0.205656
S3426,T136,5.57054,-0.199861,5.58137,-0.198538
S3427,S3395,5.55746,-0.205656,5.5541,-0.204903
S3427,S3458,5.55746,-0.205656,5.55683,-0.205611
S3433,S3434,5.5625,-0.206182,5.56821,-0.212287
S3434,S3435,5.56821,-0.212287,5.57123,-0.213171
S3435,S3436,5.57123,-0.213171,5.57717,-0.210225
S3436,S3437,5.57717,-0.210225,5.5781,-0.207787
S3437,S2195,5.5781,-0.207787,5.58699,-0.20763
S3441,S3442,5.59468,-0.202254,5.5971,-0.199005
S3442,T3443,5.5971,-0.199005,5.59803,-0.198444
S345,T5371,5.71794,-0.308349,5.72009,-0.308896
S345,S346,5.71794,-0.308349,5.72564,-0.311228
S3451,S3453,5.57152,-0.213225,5.56686,-0.208178
S3453,S3454,5.56686,-0.208178,5.5635,-0.206215
S3454,S3455,5.5635,-0.206215,5.56137,-0.206073
S3455,S3427,5.56137,-0.206073,5.55746,-0.205656
S3458,S3395,5.55683,-0.205611,5.5541,-0.204903
S346,S6186,5.72564,-0.311228,5.7301,-0.312451
S346,S635,5.72564,-0.311228,5.76196,-0.325956
S346,S347,5.72564,-0.311228,5.73586,-0.31405
S3464,S3465,5.62281,-0.069574,5.64375,-0.059921
S3465,S3466,5.64375,-0.059921,5.66192,-0.050741
S3466,S3467,5.66192,-0.050741,5.67482,-0.042923
S3467,T679,5.67482,-0.042923,5.6869,-0.0323839
S347,T349,5.73586,-0.31405,5.74693,-0.318674
S3472,S3473,5.58757,-0.18311,5.55383,-0.200019
S3473,S3474,5.55383,-0.200019,5.55152,-0.198899
S3474,T244,5.55152,-0.198899,5.54863,-0.201709
S3478,S722,5.67928,-0.022428,5.68279,-0.0141077
S3486,S3487,5.64639,-0.115278,5.60811,-0.177262
S3487,S2547,5.60811,-0.177262,5.60452,-0.178003
S3487,S1588,5.60811,-0.177262,5.59125,-0.180975
S3487,S2547,5.60811,-0.177262,5.60452,-0.178003
S3490,T244,5.56144,-0.196047,5.54863,-0.201709
S3494,S2879,5.59376,-0.186347,5.59027,-0.182944
S3499,S3500,5.60004,-0.195516,5.59271,-0.203924
S35,T37,5.60385,-0.243565,5.60772,-0.245403
S35,S3114,5.60385,-0.243565,5.60543,-0.245302
S3500,S1336,5.59271,-0.203924,5.59239,-0.204243
S3512,S1573,5.65176,-0.180143,5.6665,-0.177027
S3512,S1573,5.65176,-0.180143,5.6665,-0.177027
S3519,T288,5.69996,-0.171722,5.70447,-0.167787
S352,S6211,5.70595,-0.298552,5.69159,-0.287193
S352,S5375,5.70595,-0.298552,5.69822,-0.292179
S352,S15,5.70595,-0.298552,5.65746,-0.265435
S352,S353,5.70595,-0.298552,5.68973,-0.285064
S352,S422,5.70595,-0.298552,5.69188,-0.287668
S3523,S3524,5.69033,-0.171611,5.67439,-0.174502
S3524,S1580,5.67439,-0.174502,5.67065,-0.175824
S3527,S2540,5.66187,-0.178328,5.65397,-0.1808
S3527,S1584,5.66187,-0.178328,5.64848,-0.179969
S3529,S1585,5.64831,-0.179937,5.63984,-0.178143
S353,T232,5.68973,-0.285064,5.62117,-0.226022
S3531,T2616,5.61598,-0.176142,5.58536,-0.207974
S3535,S2220,5.61014,-0.176417,5.62086,-0.176244
S3539,S3540,5.65971,-0.166503,5.67965,-0.160464
S3540,S3541,5.67965,-0.160464,5.68629,-0.156257
S3541,T3542,5.68629,-0.156257,5.67709,-0.143215
S3545,S3546,5.68599,-0.148166,5.67247,-0.164941
S3546,S3547,5.67247,-0.164941,5.66611,-0.164932
S3547,S3548,5.66611,-0.164932,5.66325,-0.164799
S3548,S3305,5.66325,-0.164799,5.6598,-0.16683
S3552,S332,5.65277,-0.16921,5.62846,-0.176742
S3565,S4190,5.54899,-0.335596,5.54748,-0.338928
S3565,S3567,5.54899,-0.335596,5.54814,-0.337382
S3567,S3568,5.54814,-0.337382,5.54764,-0.338827
S3568,S99,5.54764,-0.338827,5.5392,-0.398675
S357,T358,5.61481,-0.234354,5.61572,-0.237439
S3570,S3572,5.53603,-0.410802,5.53551,-0.420086
S3572,T103,5.53551,-0.420086,5.53462,-0.423644
S3576,S1768,5.53549,-0.414827,5.56922,-0.286072
S3584,S3585,5.56841,-0.219678,5.56906,-0.216824
S3584,S3585,5.56841,-0.219678,5.56906,-0.216824
S3585,T2616,5.56906,-0.216824,5.58536,-0.207974
S3585,T136,5.56906,-0.216824,5.58137,-0.198538
S3601,S2885,5.59611,-0.200383,5.59468,-0.202276
S3609,T136,5.57949,-0.199789,5.58137,-0.198538
S361,T232,5.62009,-0.230064,5.62117,-0.226022
S3617,S239,5.56077,-0.200942,5.55409,-0.204848
S3622,S3623,5.56452,-0.20187,5.56849,-0.200767
S3623,S3426,5.56849,-0.200767,5.57054,-0.199861
S3628,S3629,5.63826,-0.105402,5.63611,-0.102803
S3629,S3630,5.63611,-0.102803,5.62868,-0.089809
S3630,S6102,5.62868,-0.089809,5.62765,-0.0870269
S3630,S3632,5.62868,-0.089809,5.62489,-0.075967
S3632,S3634,5.62489,-0.075967,5.62202,-0.069855
S3634,S3635,5.62202,-0.069855,5.62923,-0.066689
S3635,S3636,5.62923,-0.066689,5.64325,-0.060184
S3636,S3637,5.64325,-0.060184,5.68731,-0.029646
S3637,T679,5.68731,-0.029646,5.6869,-0.0323839
S3641,S3642,5.60135,-0.193592,5.59391,-0.194835
S3642,S3643,5.59391,-0.194835,5.58535,-0.197623
S3642,S3682,5.59391,-0.194835,5.58854,-0.19654
S3642,S3682,5.59391,-0.194835,5.58854,-0.19654
S3642,S3839,5.59391,-0.194835,5.59078,-0.195865
S3642,S3839,5.59391,-0.194835,5.59078,-0.195865
S3642,S3682,5.59391,-0.194835,5.58854,-0.19654
S3643,T136,5.58535,-0.197623,5.58137,-0.198538
S3647,S3649,5.57283,-0.203392,5.57203,-0.205867
S3649,S3651,5.57203,-0.205867,5.57092,-0.210216
S3649,S4421,5.57203,-0.205867,5.57124,-0.21008
S365,S5815,5.65408,-0.259787,5.65721,-0.264226
S365,S367,5.65408,-0.259787,5.65807,-0.267172
S365,T668,5.65408,-0.259787,5.65784,-0.265362
S3651,T1043,5.57092,-0.210216,5.56932,-0.215881
S3657,S3658,5.57781,-0.200617,5.58124,-0.197333
S3657,S5148,5.57781,-0.200617,5.58095,-0.199031
S3658,T136,5.58124,-0.197333,5.58137,-0.198538
S3663,S3664,5.65183,-0.180046,5.6678,-0.176636
S3664,T534,5.6678,-0.176636,5.67642,-0.172071
S3668,T136,5.59377,-0.194719,5.58137,-0.198538
S367,S368,5.65807,-0.267172,5.65891,-0.272683
S3672,S3674,5.62479,-0.075638,5.62479,-0.068728
S3674,S3675,5.62479,-0.068728,5.66366,-0.049862
S3675,S3676,5.66366,-0.049862,5.68439,-0.036288
S3676,T679,5.68439,-0.036288,5.6869,-0.0323839
S368,S369,5.65891,-0.272683,5.65833,-0.27574
S3682,S1606,5.58854,-0.19654,5.58635,-0.197146
S3682,T136,5.58854,-0.19654,5.58137,-0.198538
S3682,S3684,5.58854,-0.19654,5.58371,-0.197932
S3682,S1606,5.58854,-0.19654,5.58635,-0.197146
S3682,S3684,5.58854,-0.19654,5.58371,-0.197932
S3682,S1606,5.58854,-0.19654,5.58635,-0.197146
S3682,S1606,5.58854,-0.19654,5.58635,-0.197146
S3682,T1601,5.58854,-0.19654,5.59327,-0.194974
S3684,T136,5.58371,-0.197932,5.58137,-0.198538
S3684,T136,5.58371,-0.197932,5.58137,-0.198538
S3684,T136,5.58371,-0.197932,5.58137,-0.198538
S3684,S1609,5.58371,-0.197932,5.58183,-0.198438
S3688,S3689,5.61123,-0.217691,5.6226,-0.225912
S3689,T251,5.6226,-0.225912,5.62079,-0.225837
S369,S5828,5.65833,-0.27574,5.65892,-0.269663
S369,T370,5.65833,-0.27574,5.6545,-0.285153
S3693,S569,5.61104,-0.218721,5.60749,-0.207327
S3696,S3682,5.59215,-0.195453,5.58854,-0.19654
S3704,S3705,5.59898,-0.210814,5.5975,-0.211111
S3705,S468,5.5975,-0.211111,5.59869,-0.216915
S3708,S3709,5.59482,-0.216783,5.59315,-0.216691
S3709,S466,5.59315,-0.216691,5.59127,-0.216939
S3715,S3682,5.5889,-0.196539,5.58854,-0.19654
S3725,S5840,5.61598,-0.248462,5.61753,-0.249559
S3725,S3726,5.61598,-0.248462,5.62752,-0.259274
S3726,T448,5.62752,-0.259274,5.63116,-0.268825
S373,S375,5.65635,-0.281842,5.65715,-0.280008
S3730,T0,5.6133,-0.245044,5.6074,-0.247032
S3730,S3732,5.6133,-0.245044,5.60901,-0.245758
S3732,S2357,5.60901,-0.245758,5.60781,-0.24579
S3741,T136,5.59992,-0.196033,5.58137,-0.198538
S3745,S482,5.61282,-0.226689,5.60802,-0.245941
S3748,S3750,5.60667,-0.249549,5.60508,-0.252775
S375,S376,5.65715,-0.280008,5.65803,-0.276554
S3750,S3751,5.60508,-0.252775,5.59459,-0.266508
S3751,S5392,5.59459,-0.266508,5.56921,-0.28687
S3751,S3752,5.59459,-0.266508,5.58476,-0.274792
S3751,S3070,5.59459,-0.266508,5.59945,-0.272671
S3752,S1891,5.58476,-0.274792,5.58722,-0.279084
S3752,S1890,5.58476,-0.274792,5.586,-0.277009
S376,S378,5.65803,-0.276554,5.65777,-0.265466
S3760,S880,5.58983,-0.269604,5.60238,-0.258796
S3760,S880,5.58983,-0.269604,5.60238,-0.258796
S3760,S879,5.58983,-0.269604,5.59814,-0.263477
S3760,S880,5.58983,-0.269604,5.60238,-0.258796
S3760,S880,5.58983,-0.269604,5.60238,-0.258796
S3777,S3778,5.55637,-0.217442,5.55285,-0.214784
S3778,T113,5.55285,-0.214784,5.55108,-0.21306
S378,S380,5.65777,-0.265466,5.65291,-0.25861
S378,S380,5.65777,-0.265466,5.65291,-0.25861
S378,S709,5.65777,-0.265466,5.64311,-0.245646
S3783,T136,5.58021,-0.197765,5.58137,-0.198538
S3783,T136,5.58021,-0.197765,5.58137,-0.198538
S3788,S3284,5.6423,-0.238479,5.6437,-0.237885
S3793,S3794,5.63546,-0.215138,5.62043,-0.218501
S3794,S566,5.62043,-0.218501,5.6029,-0.200339
S380,S6229,5.65291,-0.25861,5.61857,-0.250005
S380,S384,5.65291,-0.25861,5.63995,-0.243536
S380,S620,5.65291,-0.25861,5.64835,-0.251258
S380,S382,5.65291,-0.25861,5.64306,-0.24565
S380,S620,5.65291,-0.25861,5.64835,-0.251258
S3810,S551,5.60318,-0.200693,5.60759,-0.207609
S3813,S5649,5.60945,-0.210432,5.60707,-0.207272
S3813,S3814,5.60945,-0.210432,5.61078,-0.23381
S3814,S480,5.61078,-0.23381,5.60948,-0.238154
S3814,S480,5.61078,-0.23381,5.60948,-0.238154
S3819,S3820,5.58743,-0.271734,5.58595,-0.27282
S382,S384,5.64306,-0.24565,5.63995,-0.243536
S3820,S3821,5.58595,-0.27282,5.57986,-0.277877
S3821,S3823,5.57986,-0.277877,5.57295,-0.28361
S3823,S3824,5.57295,-0.28361,5.57352,-0.287092
S3824,S3825,5.57352,-0.287092,5.57432,-0.287412
S3825,T1957,5.57432,-0.287412,5.57517,-0.289693
S3829,S3760,5.58018,-0.276891,5.58983,-0.269604
S3833,S3835,5.60704,-0.247779,5.60858,-0.240723
S3835,S1331,5.60858,-0.240723,5.60938,-0.210393
S3839,T136,5.59078,-0.195865,5.58137,-0.198538
S3839,S3682,5.59078,-0.195865,5.58854,-0.19654
S384,S5382,5.63995,-0.243536,5.63458,-0.24056
S384,S385,5.63995,-0.243536,5.634,-0.239822
S384,S385,5.63995,-0.243536,5.634,-0.239822
S385,S387,5.634,-0.239822,5.62644,-0.234954
S385,S431,5.634,-0.239822,5.62122,-0.231483
S385,S623,5.634,-0.239822,5.62083,-0.231471
S385,T232,5.634,-0.239822,5.62117,-0.226022
S385,S662,5.634,-0.239822,5.62889,-0.236518
S385,S431,5.634,-0.239822,5.62122,-0.231483
S3851,S853,5.60867,-0.242101,5.60769,-0.246312
S3854,S3856,5.60651,-0.249801,5.60207,-0.259981
S3856,S3751,5.60207,-0.259981,5.59459,-0.266508
S3868,S2357,5.59472,-0.2699,5.60781,-0.24579
S387,T251,5.62644,-0.234954,5.62079,-0.225837
S3876,S3682,5.60484,-0.203544,5.58854,-0.19654
S3882,S3884,5.56066,-0.229773,5.55813,-0.23128
S3882,S3884,5.56066,-0.229773,5.55813,-0.23128
S3884,S5892,5.55813,-0.23128,5.54431,-0.227698
S3884,S3885,5.55813,-0.23128,5.55565,-0.232385
S3884,S2133,5.55813,-0.23128,5.56271,-0.22843
S3885,S3886,5.55565,-0.232385,5.55637,-0.235592
S3886,S1111,5.55637,-0.235592,5.5575,-0.240522
S3888,S2401,5.55797,-0.246513,5.55347,-0.24754
S3891,T2404,5.55171,-0.247601,5.5505,-0.250045
S3895,S3897,5.55025,-0.25129,5.55001,-0.253863
S3897,S3899,5.55001,-0.253863,5.54983,-0.255557
S3899,S3584,5.54983,-0.255557,5.56841,-0.219678
S3906,S3907,5.55542,-0.22503,5.55296,-0.223558
S3907,T3908,5.55296,-0.223558,5.55146,-0.219162
S391,S392,5.63664,-0.217846,5.63787,-0.2177
S3911,S3912,5.56411,-0.21617,5.57086,-0.209616
S3912,S3783,5.57086,-0.209616,5.58021,-0.197765
S3917,S1570,5.60915,-0.18403,5.6282,-0.176514
S3919,S1573,5.65195,-0.180163,5.6665,-0.177027
S392,S393,5.63787,-0.2177,5.64174,-0.221784
S3926,S3927,5.60198,-0.189218,5.59662,-0.194984
S3927,S3642,5.59662,-0.194984,5.59391,-0.194835
S3927,S3642,5.59662,-0.194984,5.59391,-0.194835
S393,S394,5.64174,-0.221784,5.64306,-0.223237
S393,S3281,5.64174,-0.221784,5.64853,-0.23034
S394,S395,5.64306,-0.223237,5.65333,-0.219091
S3942,S3943,5.59591,-0.193901,5.59676,-0.194845
S3943,S3944,5.59676,-0.194845,5.59812,-0.193807
S3944,S6125,5.59812,-0.193807,5.59474,-0.188537
S3944,S3946,5.59812,-0.193807,5.60179,-0.193305
S3946,T3948,5.60179,-0.193305,5.61734,-0.177081
S395,S396,5.65333,-0.219091,5.65604,-0.220879
S3951,S3952,5.61679,-0.182133,5.61318,-0.187477
S3952,S3953,5.61318,-0.187477,5.60629,-0.188777
S3953,S3954,5.60629,-0.188777,5.60203,-0.19049
S3954,S3956,5.60203,-0.19049,5.60182,-0.193136
S3956,S3957,5.60182,-0.193136,5.60156,-0.193608
S3957,S3958,5.60156,-0.193608,5.59953,-0.194287
S3958,S782,5.59953,-0.194287,5.5981,-0.19338
S396,S397,5.65604,-0.220879,5.65558,-0.222943
S3968,S3970,5.55042,-0.185208,5.55231,-0.184409
S397,T398,5.65558,-0.222943,5.6541,-0.228152
S3970,S3972,5.55231,-0.184409,5.55956,-0.180728
S3972,S3973,5.55956,-0.180728,5.56145,-0.180666
S3973,S3974,5.56145,-0.180666,5.56795,-0.180752
S3974,S5627,5.56795,-0.180752,5.56376,-0.181469
S3975,S3974,5.57059,-0.180332,5.56795,-0.180752
S3975,S3976,5.57059,-0.180332,5.57375,-0.17955
S3976,S3977,5.57375,-0.17955,5.57884,-0.173864
S3977,S3978,5.57884,-0.173864,5.57912,-0.171452
S3978,T1184,5.57912,-0.171452,5.57788,-0.170827
S3980,S3981,5.5763,-0.177894,5.57398,-0.179469
S3981,S3982,5.57398,-0.179469,5.57332,-0.179703
S3982,S3983,5.57332,-0.179703,5.57147,-0.180224
S3983,S1188,5.57147,-0.180224,5.56585,-0.18116
S3986,S1188,5.5628,-0.181676,5.56585,-0.18116
S3986,S3988,5.5628,-0.181676,5.56209,-0.181764
S3988,S3989,5.56209,-0.181764,5.5596,-0.182212
S3989,S3986,5.5596,-0.182212,5.5628,-0.181676
S3989,S3990,5.5596,-0.182212,5.55009,-0.188654
S3990,S3991,5.55009,-0.188654,5.54881,-0.19468
S3991,T2086,5.54881,-0.19468,5.54852,-0.201552
S4,S5,5.62748,-0.31257,5.64126,-0.330172
S40,S41,5.59393,-0.233055,5.58929,-0.232349
S4001,S4002,5.56419,-0.201408,5.57615,-0.196987
S4002,S4003,5.57615,-0.196987,5.57557,-0.198507
S4003,S4004,5.57557,-0.198507,5.57996,-0.197891
S4004,T136,5.57996,-0.197891,5.58137,-0.198538
S4008,S4009,5.5575,-0.154307,5.55892,-0.150024
S4009,S4010,5.55892,-0.150024,5.56289,-0.143517
