index,long_B,stopA_id,stopB_id,lat_A,long_A,lat_B,distance,time
386,-0.240334,S1535,T5296,5.60076,-0.23916,5.60138,147,55
387,-0.23755,S1535,S1537,5.60076,-0.23916,5.59982,207,58
388,-0.230589,S1537,S1539,5.59982,-0.23755,5.59836,845,146
389,-0.223758,S1539,S241,5.59836,-0.230589,5.59872,823,172
390,-0.215881,S1542,T1043,5.57781,-0.21679,5.56932,2122,641
391,-0.223588,S1546,S1547,5.58298,-0.216674,5.59869,1934,189
392,-0.224234,S1547,S465,5.59869,-0.223588,5.59884,197,71
393,-0.216396,S1553,S1370,5.58395,-0.217032,5.57301,1221,138
394,-0.185023,S1560,S1562,5.57625,-0.187973,5.5833,850,92
395,-0.182789,S1562,S1564,5.5833,-0.185023,5.58773,555,62
396,-0.180574,S1564,S1566,5.58773,-0.182789,5.5922,561,86
397,-0.1774,S1566,S1568,5.5922,-0.180574,5.60639,1617,189
398,-0.176514,S1568,S1570,5.60639,-0.1774,5.6282,2444,232
399,-0.176244,S1568,S2220,5.60639,-0.1774,5.62086,1627,173
400,-0.164863,S157,S158,5.63777,-0.171356,5.64211,1088,222
401,-0.177464,S1570,S1571,5.6282,-0.176514,5.63787,1081,123
402,-0.178125,S1570,S2523,5.6282,-0.176514,5.64155,1496,172
403,-0.166503,S1570,S3539,5.6282,-0.176514,5.65971,4935,487
404,-0.178125,S1570,S2523,5.6282,-0.176514,5.64155,1496,172
405,-0.180163,S1570,S3919,5.6282,-0.176514,5.65195,2671,245
406,-0.178125,S1570,S2523,5.6282,-0.176514,5.64155,1496,172
407,-0.179635,S1571,S1572,5.63787,-0.177464,5.64923,1289,106
408,-0.177027,S1572,S1573,5.64923,-0.179635,5.6665,1995,140
409,-0.173581,S1573,S282,5.6665,-0.177027,5.67575,1109,100
410,-0.175265,S1573,S280,5.6665,-0.177027,5.67101,552,66
411,-0.176689,S1573,S278,5.6665,-0.177027,5.66794,172,36
412,-0.176689,S1573,S278,5.6665,-0.177027,5.66794,172,36
413,-0.176689,S1573,S278,5.6665,-0.177027,5.66794,172,36
414,-0.176689,S1573,S278,5.6665,-0.177027,5.66794,172,36
415,-0.172071,S1575,T534,5.67605,-0.173605,5.67642,562,181
416,-0.175824,S1579,S1580,5.67809,-0.173287,5.67065,871,62
417,-0.161912,S158,S160,5.64211,-0.164863,5.64235,329,65
418,-0.177077,S1580,S1581,5.67065,-0.175824,5.66816,315,30
419,-0.177472,S1580,S1582,5.67065,-0.175824,5.66651,513,75
420,-0.177472,S1581,S1582,5.66816,-0.177077,5.66651,198,45
421,-0.1808,S1581,S2540,5.66816,-0.177077,5.65397,1649,149
422,-0.1802,S1581,S4069,5.66816,-0.177077,5.64994,2095,173
423,-0.178968,S1582,S1583,5.66651,-0.177472,5.65901,855,70
424,-0.178328,S1582,S3527,5.66651,-0.177472,5.66187,529,44
425,-0.179969,S1583,S1584,5.65901,-0.178968,5.64848,1206,66
426,-0.178143,S1584,S1585,5.64848,-0.179969,5.63984,982,89
427,-0.178143,S1584,S1585,5.64848,-0.179969,5.63984,982,89
428,-0.176369,S1585,S1586,5.63984,-0.178143,5.62086,2123,192
429,-0.176742,S1585,S332,5.63984,-0.178143,5.62846,1277,130
430,-0.176142,S1585,S3531,5.63984,-0.178143,5.61598,2667,246
431,-0.176742,S1585,S332,5.63984,-0.178143,5.62846,1277,130
432,-0.177262,S1585,S3487,5.63984,-0.178143,5.60811,3557,339
433,-0.180975,S1586,S1588,5.62086,-0.176369,5.59125,3354,377
434,-0.180872,S1586,S2026,5.62086,-0.176369,5.59186,3285,366
435,-0.176017,S1586,S2237,5.62086,-0.176369,5.62738,2099,235
436,-0.178003,S1586,S2547,5.62086,-0.176369,5.60452,1842,219
437,-0.177262,S1586,S3487,5.62086,-0.176369,5.60811,1434,147
438,-0.183011,S1588,S1589,5.59125,-0.180975,5.58766,460,90
439,-0.183011,S1588,S1589,5.59125,-0.180975,5.58766,460,90
440,-0.207225,S1588,S1337,5.59125,-0.180975,5.58969,4072,646
441,-0.183011,S1588,S1589,5.59125,-0.180975,5.58766,460,90
442,-0.188174,S1589,S1591,5.58766,-0.183011,5.57626,1397,147
443,-0.201041,S1589,S2028,5.58766,-0.183011,5.57347,3170,356
444,-0.179383,S1589,S2231,5.58766,-0.183011,5.59628,3089,336
445,-0.192669,S1589,S1592,5.58766,-0.183011,5.5734,2185,249
446,-0.205816,S1589,S1613,5.58766,-0.183011,5.57205,3698,422
447,-0.192669,S1591,S1592,5.57626,-0.188174,5.5734,779,110
448,-0.201092,S1592,S1594,5.5734,-0.192669,5.57318,975,105
449,-0.206441,S1592,S2555,5.5734,-0.192669,5.5729,1666,236
450,-0.213342,S1594,T1558,5.57318,-0.201092,5.56985,2019,366
451,-0.195451,S1598,S1599,5.58838,-0.19656,5.59209,431,100
452,-0.194881,S1599,S1600,5.59209,-0.195451,5.59391,211,55
453,-0.156198,S160,S161,5.64235,-0.161912,5.64527,718,72
454,-0.194974,S1600,T1601,5.59391,-0.194881,5.59327,71,16
455,-0.200693,S1600,S3810,5.59391,-0.194881,5.60318,1578,206
456,-0.197146,S1604,S1606,5.5885,-0.196555,5.58635,248,65
457,-0.197862,S1606,S1608,5.58635,-0.197146,5.58366,310,51
458,-0.197932,S1606,S3684,5.58635,-0.197146,5.58371,306,51
459,-0.198538,S1606,T136,5.58635,-0.197146,5.58137,571,120
460,-0.197932,S1606,S3684,5.58635,-0.197146,5.58371,306,51
461,-0.198538,S1606,T136,5.58635,-0.197146,5.58137,571,120
462,-0.198438,S1608,S1609,5.58366,-0.197862,5.58183,212,55
463,-0.20073,S1609,S1611,5.58183,-0.198438,5.57808,488,105
464,-0.198538,S1609,T136,5.58183,-0.198438,5.58137,49,14
465,-0.150451,S161,S162,5.64527,-0.156198,5.64809,722,81
466,-0.201511,S1611,S1612,5.57808,-0.20073,5.57359,605,132
467,-0.205816,S1612,S1613,5.57359,-0.201511,5.57205,708,123
468,-0.200617,S1612,S3657,5.57359,-0.201511,5.57781,550,108
469,-0.210403,S1613,S1615,5.57205,-0.205816,5.57097,524,69
470,-0.216475,S1613,T1206,5.57205,-0.205816,5.56959,3100,542
471,-0.210403,S1613,S1615,5.57205,-0.205816,5.57097,524,69
472,-0.213534,S1613,S2517,5.57205,-0.205816,5.57024,880,145
473,-0.1923,S1613,S4408,5.57205,-0.205816,5.5731,3904,595
474,-0.213316,S1615,T1596,5.57097,-0.210403,5.5707,442,136
475,-0.212562,S1615,S4116,5.57097,-0.210403,5.56663,977,249
476,-0.298582,S1619,S1620,5.61395,-0.296223,5.62179,1202,102
477,-0.298582,S1619,S1620,5.61395,-0.296223,5.62179,1202,102
478,-0.148685,S162,S164,5.64809,-0.150451,5.64565,385,69
479,-0.160189,S162,S187,5.64809,-0.150451,5.64281,1242,132
480,-0.307709,S1620,S1621,5.62179,-0.298582,5.62638,1168,98
481,-0.298089,S1620,S1655,5.62179,-0.298582,5.62682,569,139
482,-0.312878,S1621,S1622,5.62638,-0.307709,5.62826,11548,2028
483,-0.312421,S1622,S1623,5.62826,-0.312878,5.62938,252,61
484,-0.313953,S1623,S1624,5.62938,-0.312421,5.6318,3274,800
485,-0.315871,S1624,S1625,5.6318,-0.313953,5.63344,280,97
486,-0.321661,S1625,T1626,5.63344,-0.315871,5.63533,887,265
487,-0.314656,S1629,S1630,5.63668,-0.319734,5.63232,772,248
488,-0.230961,S1630,S1632,5.63232,-0.314656,5.57297,16899,1833
489,-0.225344,S1632,S1633,5.57297,-0.230961,5.56554,1116,187
490,-0.234328,S1632,S2154,5.57297,-0.230961,5.5781,738,135
491,-0.22191,S1633,S153,5.56554,-0.225344,5.5568,1695,206
492,-0.21306,S1636,T113,5.5554,-0.219121,5.55108,1054,216
493,-0.144604,S164,S165,5.64565,-0.148685,5.64578,459,59
494,-0.216939,S1640,S466,5.57716,-0.214512,5.59127,1800,284
495,-0.216953,S1643,T1028,5.5953,-0.216836,5.5957,45,10
496,-0.212641,S1647,S1648,5.56291,-0.213809,5.55791,571,116
497,-0.212641,S1647,S1648,5.56291,-0.213809,5.55791,571,116
498,-0.210821,S1648,S1649,5.55791,-0.212641,5.55112,783,169
499,-0.210821,S1648,S1649,5.55791,-0.212641,5.55112,783,169
500,-0.21306,S1649,T113,5.55112,-0.210821,5.55108,436,119
501,-0.21306,S1649,T113,5.55112,-0.210821,5.55108,436,119
502,-0.139154,S165,S166,5.64578,-0.144604,5.64572,608,89
503,-0.150451,S165,S162,5.64578,-0.144604,5.64809,844,170
504,-0.29811,S1655,T1656,5.62682,-0.298089,5.62872,211,57
505,-0.275519,S1659,S1660,5.59157,-0.28721,5.58254,1899,201
506,-0.284324,S1659,S1747,5.59157,-0.28721,5.5898,375,32
507,-0.134475,S166,S167,5.64572,-0.139154,5.64681,548,56
508,-0.266474,S1660,S1662,5.58254,-0.275519,5.57939,4023,306
509,-0.254699,S1662,S110,5.57939,-0.266474,5.57635,2025,348
510,-0.21306,S1668,T113,5.56039,-0.22768,5.55108,2719,430
511,-0.232579,S1668,S1025,5.56039,-0.22768,5.56335,647,137
512,-0.131906,S167,T168,5.64681,-0.134475,5.65196,806,161
513,-0.144604,S167,S165,5.64681,-0.134475,5.64578,1156,133
514,-0.324696,S1672,S1673,5.62886,-0.320112,5.63232,671,129
515,-0.324696,S1672,S1673,5.62886,-0.320112,5.63232,671,129
516,-0.326758,S1673,S5943,5.63232,-0.324696,5.63397,293,52
517,-0.328203,S1673,S1675,5.63232,-0.324696,5.63505,492,82
518,-0.33259,S1675,S1677,5.63505,-0.328203,5.63894,652,144
519,-0.334663,S1677,S5946,5.63894,-0.33259,5.64056,293,53
520,-0.33463,S1677,S1678,5.63894,-0.33259,5.64058,291,53
521,-0.338912,S1678,S1680,5.64058,-0.33463,5.64205,511,102
522,-0.344429,S1680,S1682,5.64205,-0.338912,5.64345,631,126
523,-0.348929,S1682,S5951,5.64345,-0.344429,5.64015,644,128
524,-0.345704,S1682,T1684,5.64345,-0.344429,5.64237,199,42
525,-0.339029,S1687,S1688,5.64335,-0.344149,5.64208,584,117
526,-0.334289,S1688,S1689,5.64208,-0.339029,5.64044,564,113
527,-0.332541,S1689,S1690,5.64044,-0.334289,5.63889,259,45
528,-0.325543,S1690,S1691,5.63889,-0.332541,5.63299,1017,204
529,-0.312215,S1691,S1693,5.63299,-0.325543,5.62735,1706,383
530,-0.306477,S1693,S1695,5.62735,-0.312215,5.62526,690,63
531,-0.28438,S1695,S5680,5.62526,-0.306477,5.62513,16013,1821
532,-0.298803,S1695,S1697,5.62526,-0.306477,5.62162,991,217
533,-0.285453,S1697,S5959,5.62162,-0.298803,5.62631,1868,420
534,-0.294488,S1697,S1698,5.62162,-0.298803,5.61755,976,196
535,-0.295964,S1698,S1699,5.61755,-0.294488,5.61445,397,30
536,-0.293372,S1699,S1701,5.61445,-0.295964,5.60291,1447,118
537,-0.251018,S17,S19,5.6406,-0.248839,5.62688,2288,456
538,-0.291147,S1701,S1703,5.60291,-0.293372,5.59918,482,52
539,-0.279447,S1703,S1704,5.59918,-0.291147,5.58695,4880,610
540,-0.270166,S1704,S1705,5.58695,-0.279447,5.57825,4864,580
541,-0.236896,S1705,S111,5.57825,-0.270166,5.56564,4171,499
542,-0.263932,S1705,S1772,5.57825,-0.270166,5.58,717,69
543,-0.263932,S1705,S1772,5.57825,-0.270166,5.58,717,69
544,-0.263734,S1705,T1099,5.57825,-0.270166,5.58102,907,154
545,-0.140532,S171,S172,5.64577,-0.139398,5.64581,126,13
546,-0.149948,S171,S323,5.64577,-0.139398,5.64751,1311,174
547,-0.137773,S171,S2278,5.64577,-0.139398,5.64574,180,17
548,-0.238729,S1710,S1713,5.56431,-0.234334,5.567,1979,350
549,-0.242754,S1713,S1096,5.567,-0.238729,5.56951,526,108
550,-0.255541,S1716,S1717,5.57405,-0.250359,5.57723,687,113
551,-0.263734,S1717,T1099,5.57723,-0.255541,5.58102,1036,192
552,-0.262277,S1717,S2836,5.57723,-0.255541,5.58069,846,129
553,-0.263726,S1717,S2851,5.57723,-0.255541,5.58045,1008,177
554,-0.150698,S172,S173,5.64581,-0.140532,5.64832,1312,203
555,-0.236896,S1723,S111,5.57069,-0.245412,5.56564,1099,220
556,-0.210975,S1726,S1728,5.5626,-0.231636,5.55206,2816,370
557,-0.21049,S1728,S5577,5.55206,-0.210975,5.54893,352,89
558,-0.21306,S1728,T113,5.55206,-0.210975,5.55108,542,147
559,-0.159744,S173,S175,5.64832,-0.150698,5.64304,1166,121
560,-0.164886,S173,S326,5.64832,-0.150698,5.64211,1751,231
561,-0.275028,S1732,S863,5.60065,-0.273318,5.61061,1275,283
562,-0.275817,S1732,T2062,5.60065,-0.273318,5.60525,585,139
563,-0.279721,S1732,S3060,5.60065,-0.273318,5.61177,1909,419
564,-0.273769,S1732,S3081,5.60065,-0.273318,5.60138,95,21
565,-0.285973,S1734,S6057,5.61686,-0.276219,5.62983,2013,286
566,-0.276895,S1734,S864,5.61686,-0.276219,5.62077,440,75
567,-0.282839,S1734,T865,5.61686,-0.276219,5.62377,1182,276
568,-0.282839,S1734,T865,5.61686,-0.276219,5.62377,1182,276
569,-0.285873,S1736,S1737,5.62489,-0.283482,5.62793,470,75
570,-0.285228,S1737,S1738,5.62793,-0.285873,5.63101,371,37
571,-0.286831,S1738,S1739,5.63101,-0.285228,5.63393,770,205
572,-0.290579,S1739,S1740,5.63393,-0.286831,5.63598,583,180
573,-0.292417,S1740,S1741,5.63598,-0.290579,5.63578,188,67
574,-0.29608,S1741,T1742,5.63578,-0.292417,5.63804,543,180
575,-0.28721,S1745,S1659,5.63217,-0.29811,5.59157,12088,1899
576,-0.25766,S1747,S1748,5.5898,-0.284324,5.57824,6599,581
577,-0.274494,S1747,S5739,5.5898,-0.284324,5.58434,1249,140
578,-0.244235,S1748,S1749,5.57824,-0.25766,5.57031,2310,271
579,-0.235657,S1749,S1350,5.57031,-0.244235,5.56501,4738,662
580,-0.16217,S175,S177,5.64304,-0.159744,5.64242,281,42
581,-0.170786,S175,S179,5.64304,-0.159744,5.63872,1509,229
582,-0.150728,S175,T2210,5.64304,-0.159744,5.64821,1160,118
583,-0.30354,S1754,S1755,5.57362,-0.27929,5.55655,3498,308
584,-0.252197,S1754,S1795,5.57362,-0.27929,5.60505,5584,488
585,-0.277009,S1754,S1890,5.57362,-0.27929,5.586,4938,863
586,-0.285701,S1754,S1954,5.57362,-0.27929,5.57128,813,91
587,-0.273318,S1754,S1732,5.57362,-0.27929,5.60065,4346,604
588,-0.285654,S1754,T2116,5.57362,-0.27929,5.57102,789,87
589,-0.285701,S1754,S1954,5.57362,-0.27929,5.57128,813,91
590,-0.316141,S1755,S1757,5.55655,-0.30354,5.56245,1582,195
591,-0.316952,S1757,S1758,5.56245,-0.316141,5.56303,112,27
592,-0.328008,S1758,S1759,5.56303,-0.316952,5.5685,1405,143
593,-0.331259,S1759,S1760,5.5685,-0.328008,5.57038,430,48
594,-0.333566,S1760,S1761,5.57038,-0.331259,5.57106,274,36
595,-0.334776,S1761,S1762,5.57106,-0.333566,5.57093,133,17
596,-0.337379,S1762,T1763,5.57093,-0.334776,5.5724,412,56
597,-0.286072,S1767,S1768,5.56957,-0.330553,5.56922,9934,1052
598,-0.27894,S1768,S1769,5.56922,-0.286072,5.57365,933,77
599,-0.263932,S1768,S1772,5.56922,-0.286072,5.58,2749,267
600,-0.27717,S1768,S5022,5.56922,-0.286072,5.57387,1228,112
601,-0.270166,S1769,S1705,5.57365,-0.27894,5.57825,1100,121
602,-0.274339,S1769,S1806,5.57365,-0.27894,5.57545,617,83
603,-0.265139,S1769,S1964,5.57365,-0.27894,5.56123,2571,408
604,-0.276832,S1769,S1961,5.57365,-0.27894,5.57483,268,28
605,-0.170786,S177,S179,5.64242,-0.16217,5.63872,1228,187
606,-0.254699,S1772,S110,5.58,-0.263932,5.57635,1144,167
607,-0.235657,S1772,S1350,5.58,-0.263932,5.56501,3608,470
608,-0.254699,S1772,S110,5.58,-0.263932,5.57635,1144,167
609,-0.26003,S1772,S5025,5.58,-0.263932,5.57951,457,78
610,-0.242896,S1775,S1776,5.57004,-0.24418,5.56928,165,30
611,-0.218708,S1776,S1777,5.56928,-0.242896,5.55536,3118,529
612,-0.214895,S1777,S1778,5.55536,-0.218708,5.55217,738,120
613,-0.223796,S1777,S4232,5.55536,-0.218708,5.55811,749,114
614,-0.21306,S1778,T113,5.55217,-0.214895,5.55108,270,90
615,-0.211835,S1787,S1788,5.56184,-0.207991,5.56067,473,113
616,-0.232294,S1788,T1789,5.56067,-0.211835,5.56007,3457,557
617,-0.172893,S179,S180,5.63872,-0.170786,5.63241,741,112
618,-0.171896,S179,S192,5.63872,-0.170786,5.63626,299,46
619,-0.274002,S1792,S1793,5.56466,-0.26796,5.57474,1351,234
620,-0.271068,S1792,S2057,5.56466,-0.26796,5.57006,711,104
621,-0.270377,S1792,S2111,5.56466,-0.26796,5.56794,463,68
622,-0.273289,S1792,T5090,5.56466,-0.26796,5.5642,726,146
623,-0.27929,S1793,S1754,5.57474,-0.274002,5.57362,1883,310
624,-0.246967,S1795,S1796,5.60505,-0.252197,5.60732,631,182
625,-0.232551,S1796,S1797,5.60732,-0.246967,5.61084,3936,476
626,-0.229474,S1797,S1798,5.61084,-0.232551,5.61652,1349,102
627,-0.225837,S1798,T251,5.61652,-0.229474,5.62079,1289,316
628,-0.214421,S1798,S2340,5.61652,-0.229474,5.63572,3540,540
629,-0.173447,S180,S181,5.63241,-0.172893,5.63008,266,31
630,-0.249528,S1802,S1803,5.61976,-0.230711,5.60663,6993,610
631,-0.258416,S1803,S1804,5.60663,-0.249528,5.60296,1095,176
632,-0.27894,S1804,S1769,5.60296,-0.258416,5.57365,5470,402
633,-0.270258,S1806,S1807,5.57545,-0.274339,5.5676,1015,172
634,-0.270258,S1806,S1807,5.57545,-0.274339,5.5676,1015,172
635,-0.270939,S1806,S1963,5.57545,-0.274339,5.56953,787,137
636,-0.268245,S1807,S1808,5.5676,-0.270258,5.56483,387,63
637,-0.268245,S1807,S1808,5.5676,-0.270258,5.56483,387,63
638,-0.265179,S1808,S1810,5.56483,-0.268245,5.55969,728,143
639,-0.264858,S1808,S1811,5.56483,-0.268245,5.55743,991,206
640,-0.265974,S1808,S2070,5.56483,-0.268245,5.56301,323,54
641,-0.176426,S181,T155,5.63008,-0.173447,5.62803,3062,387
642,-0.176742,S181,S332,5.63008,-0.173447,5.62846,655,147
643,-0.264858,S1810,S1811,5.55969,-0.265179,5.55743,277,83
644,-0.264624,S1811,S1813,5.55743,-0.264858,5.54975,856,92
645,-0.264624,S1811,S1813,5.55743,-0.264858,5.54975,856,92
646,-0.264605,S1811,S1937,5.55743,-0.264858,5.5521,595,63
647,-0.264605,S1811,S1937,5.55743,-0.264858,5.5521,595,63
648,-0.264605,S1811,S1937,5.55743,-0.264858,5.5521,595,63
649,-0.264624,S1811,S1813,5.55743,-0.264858,5.54975,856,92
650,-0.264609,S1811,S2125,5.55743,-0.264858,5.55196,610,64
651,-0.264636,S1813,S1815,5.54975,-0.264624,5.54649,362,48
652,-0.264636,S1813,S1815,5.54975,-0.264624,5.54649,362,48
653,-0.264636,S1813,S1815,5.54975,-0.264624,5.54649,362,48
654,-0.264706,S1813,S1818,5.54975,-0.264624,5.5417,895,108
655,-0.264706,S1813,S1818,5.54975,-0.264624,5.5417,895,108
656,-0.264706,S1813,S1818,5.54975,-0.264624,5.5417,895,108
657,-0.264636,S1813,S1815,5.54975,-0.264624,5.54649,362,48
658,-0.264591,S1815,S1816,5.54649,-0.264636,5.54421,1870,202
659,-0.264483,S1815,S1863,5.54649,-0.264636,5.55066,814,168
660,-0.264591,S1815,S1816,5.54649,-0.264636,5.54421,1870,202
661,-0.264591,S1815,S1816,5.54649,-0.264636,5.54421,1870,202
662,-0.264483,S1815,S1863,5.54649,-0.264636,5.55066,814,168
663,-0.264706,S1816,S1818,5.54421,-0.264591,5.5417,458,94
664,-0.264706,S1816,S1818,5.54421,-0.264591,5.5417,458,94
665,-0.264706,S1816,S1818,5.54421,-0.264591,5.5417,458,94
666,-0.264636,S1818,S1815,5.5417,-0.264706,5.54649,1789,256
667,-0.264892,S1818,S1820,5.5417,-0.264706,5.53807,405,35
668,-0.264892,S1818,S1820,5.5417,-0.264706,5.53807,405,35
669,-0.265111,S1818,S1971,5.5417,-0.264706,5.53598,647,70
670,-0.264892,S1818,S1820,5.5417,-0.264706,5.53807,405,35
671,-0.265111,S1818,S1971,5.5417,-0.264706,5.53598,647,70
672,-0.264892,S1818,S1820,5.5417,-0.264706,5.53807,405,35
673,-0.264721,S1818,S2129,5.5417,-0.264706,5.54071,110,8
674,-0.265223,S1820,T211,5.53807,-0.264892,5.53009,899,149
675,-0.265223,S1820,T211,5.53807,-0.264892,5.53009,899,149
676,-0.265223,S1820,T211,5.53807,-0.264892,5.53009,899,149
677,-0.265111,S1820,S1971,5.53807,-0.264892,5.53598,242,36
678,-0.230805,S1830,T2497,5.53563,-0.228888,5.53665,297,55
679,-0.215389,S1830,S981,5.53563,-0.228888,5.54106,1919,381
680,-0.251507,S1845,S4900,5.53888,-0.248294,5.53997,431,59
681,-0.259932,S1854,S1855,5.5368,-0.255804,5.53785,510,76
682,-0.262103,S1855,S1857,5.53785,-0.259932,5.53741,246,36
683,-0.264711,S1857,S1858,5.53741,-0.262103,5.53743,298,46
684,-0.264627,S1858,S1859,5.53743,-0.264711,5.5413,436,42
685,-0.264636,S1859,S1815,5.5413,-0.264627,5.54649,776,154
686,-0.264469,S1863,S1865,5.55066,-0.264483,5.55439,415,63
687,-0.264003,S1863,S2387,5.55066,-0.264483,5.5583,913,135
688,-0.264657,S1865,S1867,5.55439,-0.264469,5.55681,270,33
689,-0.265013,S1867,S1869,5.55681,-0.264657,5.55972,343,75
690,-0.266064,S1869,S1870,5.55972,-0.265013,5.56052,181,42
691,-0.264858,S1869,S1811,5.55972,-0.265013,5.55743,270,62
692,-0.150475,S187,T183,5.64281,-0.160189,5.64816,1241,129
693,-0.169426,S187,S2020,5.64281,-0.160189,5.64004,1300,203
694,-0.160981,S187,S2253,5.64281,-0.160189,5.64258,92,13
695,-0.267469,S1870,S1872,5.56052,-0.266064,5.56059,157,34
696,-0.270678,S1872,S1873,5.56059,-0.267469,5.5619,385,71
697,-0.270419,S1873,T1874,5.5619,-0.270678,5.56405,281,59
698,-0.264732,S1877,S1949,5.54375,-0.264573,5.53792,1143,173
699,-0.264549,S1877,S1878,5.54375,-0.264573,5.54605,256,47
700,-0.264614,S1877,S1880,5.54375,-0.264573,5.55035,922,216
701,-0.264549,S1877,S1878,5.54375,-0.264573,5.54605,256,47
702,-0.264549,S1877,S1878,5.54375,-0.264573,5.54605,256,47
703,-0.264549,S1877,S1878,5.54375,-0.264573,5.54605,256,47
704,-0.264614,S1878,S1880,5.54605,-0.264549,5.55035,666,169
705,-0.27929,S1878,S1754,5.54605,-0.264549,5.57362,5459,902
706,-0.264614,S1878,S1880,5.54605,-0.264549,5.55035,666,169
707,-0.264614,S1878,S1880,5.54605,-0.264549,5.55035,666,169
708,-0.264614,S1878,S1880,5.54605,-0.264549,5.55035,666,169
709,-0.264614,S1878,S1880,5.54605,-0.264549,5.55035,666,169
710,-0.264534,S1880,S1881,5.55035,-0.264614,5.5545,1144,199
711,-0.264495,S1880,S1922,5.55035,-0.264614,5.55275,949,164
712,-0.264496,S1880,S1987,5.55035,-0.264614,5.55444,1137,199
713,-0.264496,S1880,S1987,5.55035,-0.264614,5.55444,1137,199
714,-0.264325,S1880,S2108,5.55035,-0.264614,5.55549,1270,222
715,-0.264649,S1880,S6262,5.55035,-0.264614,5.54974,68,7
716,-0.265181,S1881,S1883,5.5545,-0.264534,5.55951,579,102
717,-0.268966,S1883,S1885,5.55951,-0.265181,5.56572,869,147
718,-0.265736,S1883,S2037,5.55951,-0.265181,5.57372,1937,365
719,-0.26796,S1883,S1792,5.55951,-0.265181,5.56466,706,119
720,-0.269779,S1885,S1886,5.56572,-0.268966,5.56662,139,18
721,-0.272453,S1886,S1887,5.56662,-0.269779,5.5717,670,109
722,-0.27929,S1887,S1754,5.5717,-0.272453,5.57362,2262,389
723,-0.27929,S1887,S1754,5.5717,-0.272453,5.57362,2262,389
724,-0.279084,S1890,S1891,5.586,-0.277009,5.58722,1922,372
725,-0.279084,S1890,S1891,5.586,-0.277009,5.58722,1922,372
726,-0.284215,S1891,S1892,5.58722,-0.279084,5.59023,659,60
727,-0.281928,S1891,S5730,5.58722,-0.279084,5.58911,378,32
728,-0.282288,S1891,S2,5.58722,-0.279084,5.58903,409,36
729,-0.290012,S1892,S1894,5.59023,-0.284215,5.5972,1074,105
730,-0.28862,S1892,S5733,5.59023,-0.284215,5.59312,595,58
731,-0.290523,S1894,T1895,5.5972,-0.290012,5.59841,146,14
732,-0.277461,S1898,S1899,5.5886,-0.282313,5.58579,3011,430
733,-0.280665,S1899,S1900,5.58579,-0.277461,5.57244,3274,391
734,-0.247032,S19,T0,5.62688,-0.251018,5.6074,9283,1381
735,-0.245044,S19,S3730,5.62688,-0.251018,5.6133,2050,415
736,-0.248861,S19,S5356,5.62688,-0.251018,5.62332,457,87
737,-0.246334,S19,S6003,5.62688,-0.251018,5.61471,1827,363
738,-0.274339,S1900,S1806,5.57244,-0.280665,5.57545,851,109
739,-0.264573,S1918,S1877,5.5398,-0.264657,5.54375,441,44
740,-0.172443,S192,S193,5.63626,-0.171896,5.63409,249,38
741,-0.260292,S1922,S1923,5.55275,-0.264495,5.56074,1308,213
742,-0.258169,S1923,S1924,5.56074,-0.260292,5.56685,749,129
743,-0.260078,S1923,S1989,5.56074,-0.260292,5.56406,371,68
744,-0.264626,S1923,S2375,5.56074,-0.260292,5.54979,1722,246
745,-0.262387,S1923,S6258,5.56074,-0.260292,5.55924,376,66
746,-0.255352,S1924,S1925,5.56685,-0.258169,5.57041,530,84
747,-0.245242,S1925,S1926,5.57041,-0.255352,5.5707,1519,238
748,-0.257537,S1925,S6254,5.57041,-0.255352,5.56761,421,55
749,-0.257666,S1925,S2370,5.57041,-0.255352,5.56765,433,57
